0,0,map,0.0,0.0,0.0,0.0,0.0,-0.5046783070809107,0.8633074807749243
1658719863,813916282,map,1.5859723985173275,-2.756035612520918,0.0,0.0,0.0,-0.5070119289955313,0.8619390372040417
1658719864,813328852,map,3.297378626733405,-5.324352926451866,0.0,0.0,0.0,-0.5092667400389457,0.860608730777294
1658719865,813296730,map,4.855685488110833,-8.093390775848547,0.0,0.0,0.0,-0.5118929402890335,0.8590492521865367
1658719866,813161687,map,6.541829982232024,-10.856068642936407,0.0,0.0,0.0,-0.51436469850489,0.8575715462467104
1658719867,813156897,map,8.151718889503083,-13.59262623937775,0.0,0.0,0.0,-0.5163838742011208,0.8563572236310272
1658719868,813034037,map,9.816929045343244,-16.480424822560053,0.0,0.0,0.0,-0.5177283993663101,0.8555450335836206
1658719869,813093805,map,11.299198712995295,-19.285070719738997,0.0,0.0,0.0,-0.5211585966218444,0.8534598509403648
1658719870,813130384,map,13.022593872561753,-22.047995228423133,0.0,0.0,0.0,-0.5218659624570079,0.8530275008631438
1658719871,813163244,map,14.74593375116007,-24.81081372666813,0.0,0.0,0.0,-0.5225729696173411,0.8525945645060808
1658719872,813214175,map,16.191538725262976,-27.566480019245773,0.0,0.0,0.0,-0.5251003646835553,0.8510403086864908
1658719873,813258838,map,17.81505083418603,-30.473179621953477,0.0,0.0,0.0,-0.5268816263613663,0.8499386753188735
1658719874,813029570,map,19.326910268621585,-33.191305531655416,0.0,0.0,0.0,-0.5286605768785922,0.8488333137044011
1658719875,813068301,map,20.881616821193806,-36.06956507216546,0.0,0.0,0.0,-0.5299192642332049,0.8480480961564261
1658719876,813135533,map,22.406657548127782,-38.84115282383527,0.0,0.0,0.0,-0.5328024297574973,0.8462396651330563
1658719877,813208085,map,23.87927403308312,-41.75950789895796,0.0,0.0,0.0,-0.534942323204716,0.84488857895248
1658719878,813150007,map,25.35583974751193,-44.43110659422928,0.0,0.0,0.0,-0.5358267949789967,0.8443279255020151
1658719879,813204489,map,26.78681434975946,-47.36830351329036,0.0,0.0,0.0,-0.5384031445283735,0.842687399906964
1658719880,813762139,map,28.251286936472475,-50.287374021750566,0.0,0.0,0.0,-0.540607447384838,0.8412749775382895
1658719881,813036784,map,29.695811409537715,-53.156491429239395,0.0,0.0,0.0,-0.5417815614940414,0.8405193273358313
1658719881,813036784,map,30.872195206433975,-56.15301541770805,0.0,0.0,0.0,-0.5458095087537216,0.8379092911252511
1658719883,813154829,map,32.19602997919446,-58.893410294640034,0.0,0.0,0.0,-0.5482932295199138,0.8362861558477596
1658719884,813041021,map,33.61195482269183,-61.7732646065424,0.0,0.0,0.0,-0.5497519883715907,0.8353279303851168
1658719884,813041021,map,34.90293452526213,-64.70935835302771,0.0,0.0,0.0,-0.5525190128883084,0.8335002941792699
1658719886,813256791,map,36.18616955269441,-67.6467977294642,0.0,0.0,0.0,-0.5553525357475225,0.8316150317537535
1658719887,813195807,map,37.503459581133704,-70.56714659040017,0.0,0.0,0.0,-0.5578175390918968,0.8299636094922839
1658719888,813088123,map,38.763536137123836,-73.64173403405903,0.0,0.0,0.0,-0.5596269098558742,0.8287446662061635
1658719889,813271608,map,40.19876926391016,-76.50880492386159,0.0,0.0,0.0,-0.5608557610366349,0.8279135313014379
1658719890,813219605,map,41.51554882555463,-79.19060577513164,0.0,0.0,0.0,-0.5621555521077861,0.8270315200972633
1658719890,813219605,map,42.88732888326527,-82.08351911627915,0.0,0.0,0.0,-0.5640305784959736,0.825753901911155
1658719892,813096219,map,44.12929769029812,-84.97887758403476,0.0,0.0,0.0,-0.5660465901322829,0.8243732515066313
1658719893,813147314,map,45.47217534990487,-87.88158040555072,0.0,0.0,0.0,-0.5682028519825837,0.8228885216108303
1658719894,812982551,map,46.67801116193162,-90.78913240187057,0.0,0.0,0.0,-0.5705702414191993,0.8212488049347997
1658719895,813274367,map,47.87920874698062,-93.88068344080466,0.0,0.0,0.0,-0.5729328990006789,0.8196022774752872
1658719896,813298716,map,49.20455150925556,-96.73856010990767,0.0,0.0,0.0,-0.5740767208117421,0.818801513568482
1658719897,813160615,map,50.4445833908023,-99.62908554260366,0.0,0.0,0.0,-0.5760757145852732,0.817396336586522
1658719898,813006943,map,51.58458270704841,-102.55638681212213,0.0,0.0,0.0,-0.579067752535564,0.8152794232491156
1658719899,813280602,map,52.73089735092757,-105.47885907739874,0.0,0.0,0.0,-0.5819810484374626,0.8132023482870865
1658719900,813287024,map,53.77535714800841,-108.39150924536352,0.0,0.0,0.0,-0.5847453189321803,0.8112169327540586
1658719901,813326874,map,54.81195518292649,-111.3047971571259,0.0,0.0,0.0,-0.5875734319979631,0.8091708484678222
1658719902,813199395,map,55.85503992833679,-114.21359231497809,0.0,0.0,0.0,-0.5903239493562945,0.8071664232464002
1658719903,813356986,map,56.97985918856888,-117.27644996120671,0.0,0.0,0.0,-0.5922241500397405,0.8057732659437808
1658719904,813314578,map,58.05072054933245,-120.17237627407394,0.0,0.0,0.0,-0.5946824782030593,0.803960664534197
1658719905,813282019,map,58.8875644784942,-123.21459264760279,0.0,0.0,0.0,-0.5988139470070594,0.8008881675176794
1658719906,813171142,map,60.020655447696456,-126.15860964783496,0.0,0.0,0.0,-0.6000712399244809,0.7999465651001297
1658719907,813257803,map,60.77818049259845,-129.10784161281208,0.0,0.0,0.0,-0.6043905631005695,0.7966881744038732
1658719908,813408464,map,61.855052195238784,-131.95608458952938,0.0,0.0,0.0,-0.6056412518070754,0.795737817443383
1658719909,813325177,map,62.818300739098845,-135.0219545234363,0.0,0.0,0.0,-0.6079302976946055,0.7939903986478353
1658719910,813522019,map,63.79985487282909,-137.8968362714163,0.0,0.0,0.0,-0.6100760212635646,0.7923428855484338
1658719911,813426703,map,64.8135441318397,-140.94536236683052,0.0,0.0,0.0,-0.6118722183560569,0.7909566286491553
1658719912,813243686,map,65.79948101546086,-143.96560782093138,0.0,0.0,0.0,-0.6128380972864514,0.79020849559741
