,rmse,mean,median,std,min,max,sse
kd_chca_7,58.056453262262174,38.473786212821345,17.6120588653895,43.47780514059271,4.954112275308255,150.04907258634432,572993.8001168495
kd_chcv_7,16.213457874467547,13.124443431667675,10.509595381736021,9.519726931802662,0.6171129393534986,31.460365529307335,45477.58541075413
kd_non_7,65.60111538915172,49.72756803888257,35.76536277952515,42.7863917296037,2.023913557916648,138.15885718438773,740203.0905317371
