,rmse,mean,median,std,min,max,sse
d1_non_7,54.73475258688354,42.08645720946989,32.625880217839956,34.99461759046401,2.661680566817164,117.13873892120044,518289.5133492923
d7_non_7,57.05722821701601,42.48199084859711,26.543991739897816,38.089470268676095,3.0288207967138545,121.41997326490004,563206.2214828961
kd_non_7,65.60111538915172,49.72756803888257,35.76536277952515,42.7863917296037,2.023913557916648,138.15885718438773,740203.0905317371
