,rmse,mean,median,std,min,max,sse
kd_chca_9,114.3327896836655,75.27894877309035,24.521329073407117,86.05269704354262,0.0,268.6543885697499,2339885.6366360225
kd_chcv_9,6.393853058485263,5.978109612289117,6.5084901434705404,2.2679423266383587,0.0,12.228425544996119,7317.762891096741
kd_non_9,25.259388730624703,20.020624052696192,23.480802592918494,15.401666519744316,0.0,74.67428639870597,114208.57270902103
