,rmse,mean,median,std,min,max,sse
kd_chcv_7,12.39551449711312,9.699813179021035,6.947240962529274,7.7176682968518024,0.0,30.59727293325437,27656.78033666548
kd_chcv_9,6.393853058485263,5.978109612289117,6.5084901434705404,2.2679423266383587,0.0,12.228425544996119,7317.762891096741
kd_chcv_52,7.245902785676937,6.396812786002363,6.028066877916566,3.4035119157008196,0.0,12.62389232829431,9398.056185127061
