,rmse,mean,median,std,min,max,sse
d1_chca,11.404721163780012,9.852764538568431,9.183811110725571,5.743752760269209,0.0,20.17594259834133,23412.17966824291
d1_chcv,5.998492506580493,5.6474749126252135,6.465391662508498,2.0218653423932915,0.0,7.894875342224282,6476.744223270418
d1_non,111.37176001322345,80.73284881929408,39.184783251822786,76.71946330602195,0.0,215.1243494943172,2232660.4071197473
