,rmse,mean,median,std,min,max,sse
icp_chca,146.8710336311162,112.56106497447117,102.05417926716305,94.34567913627707,0.0,310.0608657048331,3882798.093577045
icp_chcv,74.39239728413543,52.974180899035886,33.18030255840968,52.22992371961557,0.0,175.72336114044887,996161.1792625153
icp_non,142.5869205692002,107.41384637664616,87.30027349713029,93.772573410255,0.0,306.5605722113076,3659585.3851333335
