,rmse,mean,median,std,min,max,sse
kd_chca_7,49.17339679418811,29.380711636194743,9.402973586715873,39.43091092061456,0.0,116.93490064009734,435244.1314101604
kd_chca_9,114.3327896836655,75.27894877309035,24.521329073407117,86.05269704354262,0.0,268.6543885697499,2339885.6366360225
kd_chca_52,9.676605630871114,8.588264074857197,8.531428443351118,4.4585218083938765,0.0,28.042644957815597,16292.785197160742
